num	cote	titre	commune	latitude	longitude	num_plan	physdesc	dimensions	description1	date	date_standard	echelle	description2	wikidata	merimee	commons	wikipedia	BNF	
722	CP/F/19/7666	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 15	Papier ; encre noire et rouge, lavis	45,6 cm x 56,4 cm	"Plan des combles de la métropole de Cambrai". Par André Louis de Baralle, architecte diocésain.	1er décembre 1848	1848-12-01	0,5 cm / 1 m	2 plans, 1 coupe ; signé ; approbation de l'évêque.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
723	CP/F/19/7666	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 16	Papier ; encre noire et rouge, lavis	45,6 cm x 56,4 cm	"Plan des combles de la métropole de Cambrai". Par André Louis de Baralle, architecte diocésain.	1er décembre 1848	1848-12-01	0,5 cm / 1 m	2 plans, 1 coupe ; signé ; approbation de l'évêque.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
724	CP/F/19/7666	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 17	Calque, collé sur papier ; encre noire, lavis, aquarelle	58,6 cm x 39,6 cm	"Cathédrale de Cambrai. Plan de la toiture". Par Henry de Baralle, architecte diocésain.	25/11/1853	1853-11-25	0,5 cm / 1 m	1 plan ; signé ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
725	CP/F/19/7666	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 18	Calque, collé sur papier ; encre noire et rouge, lavis	61 cm x 45,7 cm	"Projet de construction d'une tourelle à la cathédrale de Cambrai pour le service des couvreurs et du sonneur". Par Henry de Baralle, architecte diocésain.	12/04/1855	1855-04-12	1 cm / 1 m	1 plan, 1 coupe, 1 élévation ; signé ; approbation de l'évêque et du préfet ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (3 février 1856).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
726	CP/F/19/7667	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 1	Calque, collé sur papier ; encre noire et rouge, lavis, aquarelle	61 cm x 81,5 cm	"Cathédrale de Cambrai. N°1. Plan du parvis et de l'entrée sur la rue S[ain]t-Georges". Par Henry de Baralle, architecte diocésain.	05/10/1857	1857-10-05	2 cm / 1 m	1 plan, 3 coupes ; signé ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (17 février 1858).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
727	CP/F/19/7667	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 2	Calque, collé sur papier ; encre noire et rouge, lavis	62 cm x 33,5 cm	"Plan de la cathédrale de Cambrai. N°2". Par Henry de Baralle, architecte diocésain.	05/10/1857	1857-10-05	2,5 cm / 10 m	1 plan ; signé ; orienté ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (17 février 1858).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
728	CP/F/19/7667	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 3	Calque, collé sur papier ; encre noire, lavis	52 cm x 33,2 cm	"Cathédrale de Cambrai. N°3. Plan des toits". Par Henry de Baralle, architecte diocésain.	05/10/1857	1857-10-05	0,5 cm / 1 m	1 plan ; signé ; légende ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (17 février 1858).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
729	CP/F/19/7667	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 4	Calque ; encre noire, lavis	60 cm x 50 cm	"Cathédrale de Cambrai. Plan d'ensemble" : avec détail des jardins. Par Henry de Baralle, architecte diocésain.	15/03/1880	1880-03-15	0,25 cm / 1 m	1 plan ; signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
730	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 1	Papier, calque ; encre noire et rouge, lavis ; 2 retombes	55,3 cm x 42,5 cm	Emplacement pour la statue de Notre-Dame-de-Grâce. Par Amédée Léopold Hardy, architecte diocésain.	[1887]	1887-01-01 / 1887-12-31	2 cm / 1 m (plan)	1 plan, 1 élévation, 2 dessins ; signé ; approbation de l'archevêque ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (9 mars 1887).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
731	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 2	Papier ; crayon, lavis	30,8 cm x 22,5 cm	Piédestal statue de Notre-Dame-de-Grâce. Par Amédée Léopold Hardy, architecte diocésain.	28/02/1887	1887-02-28	10 cm / 1 m	1 élévation ; signé ; approbation de l'archevêque ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (9 mars 1887).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
732	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 3	Calque ; crayon, aquarelle, stylo doré	34,7 cm x 19,7 cm	"Cathédrale de Cambrai. Dorure. Chapelle Notre-Dame-de-Grâce".	24/06/1893	1893-06-24	1 cm / 1 m	1 élévation ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (24 juin 1893).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
733	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 4	Calque ; encre noire, lavis	13,3 cm x 26 cm	"Cathédrale de Cambrai".	1889	1889-01-01 / 1889-12-31	1 cm / 1 m	1 plan ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
734	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 5	Calque ; encre noire et rouge, crayon	26,5 cm x 23 cm	"Cathédrale de Cambrai. Projet de pierres commémoratives".	1889	1889-01-01 / 1889-12-31	5 cm / 1 m	1 élévation.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
735	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 6	Calque ; encre noire	23 cm x 18 cm	Transcription du texte de la dédicace de la pierre de commémoration.	1889	1889-01-01 / 1889-12-31	5 cm / 1 m	Texte en latin.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
736	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 7	Calque ; encre noire, lavis	34,5 cm x 26,8 cm	"Cathédrale de Cambrai. Projet de pierre commémorative" (pour monseigneur Odon Thibaudier).	Sans date	1889-01-01 / 1889-12-31	5 cm / 1 m	1 élévation.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
737	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 8	Papier ; encre noire, aquarelle, lavis ; reproduction mécanique	76,5 cm x 50 cm	"Cathédrale de Cambray". Par Charles Louis Génuys, architecte diocésain ; imprimé par B. Millet et fils (2 place Louvois, Paris).	1er janvier 1883	1883-01-01	5 cm / 1 m	1 plan ; signé ; approbation de l'archevêque ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (6 juin 1883).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
738	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 9	Calque ; encre noire, aquarelle	40,5 cm x 38 cm	"Chapelle N[otre]-D[ame]-de-Grâce. Cambrai". Par Amédée Léopold Hardy, architecte diocésain.	Sans date	1883-01-01	5 cm / 1 m	1 élévation ; timbre humide de l'architecte, légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
739	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 10	Calque ; encre noire, lavis	37,8 cm x 53,5 cm	"Chapelle N[otre]-D[ame]-de-Grâce. Cambrai". Par Amédée Léopold Hardy, architecte diocésain.	Sans date	1883-01-01	2 cm / 1 m	1 élévation, 1 plan ; timbre humide de l'architecte.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
740	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 11	Calque ; encre noire, lavis	45cm x 49,5 cm	"Chapelle N[otre]-D[ame]-de-Grâce. Cambrai". Par Amédée Léopold Hardy, architecte diocésain.	Sans date	1883-01-01	2 cm / 1 m	1 élévation ; signé ; timbre humide de l'architecte ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
741	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 12	Calque ; encre noire, lavis	42,8 cm x 36,8 cm	"Chapelle N[otre]-D[ame]-de-Grâce. Cambrai". Par Amédée Léopold Hardy, architecte diocésain.	Sans date	1883-01-01	2 cm / 1 m	1 élévation, 1 coupe ; signé ; légende ; timbre humide de l'architecte.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
742	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 13	Calque ; crayon, aquarelle	34,3 cm x 82,8 cm	Détail : corniche.	[1883]	1883-01-01 / 1883-12-31	2 cm / 1 m	1 plan.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
743	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 14	Papier ; encre noire, lavis, crayon	52,8 cm x 46,5 cm	"Cathédrale de Cambrai. Boiserie, fonts baptismaux". Par Henri Gaston Legrand, architecte.	23/05/1899	1899-05-23	2 cm / 1 m	1 élévation ; signé ; approbation de l'évêque.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
744	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 15	Calque, collé sur papier ; encre noire et rouge, lavis, crayon	66,7 cm x 42 cm	"Cathédrale de Cambrai. Projet d'éclairage électrique". Par Henri Gaston Legrand, architecte.	08/03/1899	1899-03-08	0,5 cm / 1 m	1 plan ; signé ; approbation de l'archevêque.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
745	CP/F/19/7668	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 16	Calque ; encre noire et rouge, lavis, aquarelle, crayon	49 cm x 59,5 cm	"Édifice diocésain. Cathédrale de Cambrai. Nord. Projet de grille complétant la clôture du jardin". Par Henri Nodet, architecte diocésain.	20/03/1830	1830-03-20	0,5 cm / 1 m (plan) ; 5 cm / 1 m (élévation)	1 plan, 1 élévation ; signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
746	CP/F/19/7669	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 1	Papier ; encre noire et rouge, aquarelle	31,2 cm x 20,3 cm	"Cambrai". Surfaces comparées des cathédrales ancienne et actuelle et de la cathédrale d'Arras. Projet d'agrandissement".	[1859]	1859-01-01 / 1859-12-31	0,5 cm / 1 m (plan) ; 5 cm / 1 m (élévation)	2 plans.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
747	CP/F/19/7669	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 2	Papier ; encre noire, aquarelle	31,2 cm x 20,3 cm	"Cambrai". Surfaces comparées des cathédrales ancienne et actuelle et de la cathédrale d'Arras. Projet d'agrandissement".	[1859]	1859-01-01 / 1859-12-31	0,5 cm / 1 m (plan) ; 5 cm / 1 m (élévation)	1 plan ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
748	CP/F/19/7669	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 3	Calque, collé sur papier ; encre noire et rouge, lavis	38,5 cm x 28,3 cm	"Cathédrale de Cambrai".	[1859]	1859-01-01 / 1859-12-31	2,5 cm / 10 m	1 plan ; orienté ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
749	CP/F/19/7669	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 4	Calque, collé sur papier ; encre noire, lavis	97,5 cm x 63,8 cm	"Façade actuelle, bâtie en 1692 par l'architecte Van der Burch. N°2". Par André Louis de Baralle, architecte diocésain.	10/10/1856	1856-10-10	2 cm / 1 m	1 élévation ; signé ; approbation de l'archevêque ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (14 mars 1857).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
750	CP/F/19/7669	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 5	Calque, collé sur papier ; encre noire, lavis	97,5 cm x 63,8 cm	"Plan de la chapelle du séminaire de Cambrai. N°1".Par André Louis de Baralle, architecte diocésain.	10/10/1856	1856-10-10	1 cm / 1 m	1 plan ; signé ; approbation de l'archevêque ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (14 mars 1857, 20 mars 1865).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
751	CP/F/19/7669	Cambrai : cathédrale Notre-Dame-de-Grâce	Cambrai	50.172222222	3.233333333	Plan 6	Calque, collé sur papier ; encre noire et rouge, lavis	35,8 cm x 27,5 cm	"G[ran]d séminaire de Cambrai".	Sans date	1856-10-10	0,25 cm / 1 m	1 plan ; orienté.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00107395	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cambrai%2C_Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_PM_63406.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai		
1517	CP/F/19/7771	Nantes : cathédrale Saint-Pierre-et-Saint-Paul	Nantes	47.218333333	-1.550833333	Plan 1	Papier ; encre noire, lavis	44 cm x 28 cm	"Département de la Loire-Inférieure. Dessin annexé au devis du 25 [septem]bre 1813. Pour l'exécution des deux vitraux dans la salle du catéchisme à la cathédrale". Par Saint-Félix Seheult, architecte conservateur des bâtiments civils du département.	25/09/2013	1813-09-25	7,9 cm / 1 m	1 élévation ; signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00108654	https://upload.wikimedia.org/wikipedia/commons/8/81/Cath%C3%A9drale_Saint-Pierre_de_Nantes_-_fa%C3%A7ade.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Pierre-et-Saint-Paul_de_Nantes		
1518	CP/F/19/7771	Nantes : cathédrale Saint-Pierre-et-Saint-Paul	Nantes	47.218333333	-1.550833333	Plan 2	Papier ; encre noire, lavis, aquarelle	36 cm x 48 cm	"Département de la Loire-Inférieure. Ville de Nantes. Porte de service projetée pour le télégraphe situé sur l’une des tours de la cathédrale". Par Saint-Félix Seheult, architecte du département.	24/12/1832	1832-12-24	5 cm / 1 m	1 plan ; signé ; légende ; plan détaché d’un lien noué.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00108654	https://upload.wikimedia.org/wikipedia/commons/8/81/Cath%C3%A9drale_Saint-Pierre_de_Nantes_-_fa%C3%A7ade.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Pierre-et-Saint-Paul_de_Nantes		
1519	CP/F/19/7771	Nantes : cathédrale Saint-Pierre-et-Saint-Paul	Nantes	47.218333333	-1.550833333	Plan 3	Papier ; encre noire	39 cm x 24,5 cm	"Département de la Loire-Inférieure. Ville de Nantes. Élévation de la porte projetée pour servir le yélégraphe établi sur l’une des tours de la cathédrale". Par Saint-Félix Seheult, architecte du département.	24/12/1832	1832-12-24	5 cm / 1 m	1 élévation ; signé ; plan détaché d’un lien noué.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00108654	https://upload.wikimedia.org/wikipedia/commons/8/81/Cath%C3%A9drale_Saint-Pierre_de_Nantes_-_fa%C3%A7ade.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Pierre-et-Saint-Paul_de_Nantes		
1520	CP/F/19/7771	Nantes : cathédrale Saint-Pierre-et-Saint-Paul	Nantes	47.218333333	-1.550833333	Plan 4	Calque, collé sur papier ; encre noire et rouge, aquarelle	49,5 cm x 69,5 cm	"Église cathédrale de Nantes. Élévation d'un ancien tombeau, dans une chapelle latérale". Par Saint-Félix Seheult, architecte du département de la Loire-Inférieure.	07/03/1837	1837-03-07	10 cm / 1 m	1 élévation, 1 plan, 1 coupe ; signé ; légende ; n° d'enregistrement : 4025, 10872.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00108654	https://upload.wikimedia.org/wikipedia/commons/8/81/Cath%C3%A9drale_Saint-Pierre_de_Nantes_-_fa%C3%A7ade.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Pierre-et-Saint-Paul_de_Nantes		
